23200241,0
23200092,0
23200107,0
23200316,0
23200119,0
23200282,0
23200106,0
23200100,0
23200302,0
23200102,0
23200237,0
23200299,0
23200087,0
23200096,0
23200117,0
23200245,0
23200267,0
23200076,0
23200081,0
23200318,0
23200079,0
23200331,0
23200235,0
23200240,0
23200255,0
23200265,0
23200338,0
23200307,0
23200262,0
23200108,0
23200271,0
23200288,0
23200264,0
23200289,0
23200310,0
23200332,0
23200077,0
23200120,0
23200261,0
23200122,0
23200112,0
23200312,0
23200290,0
23200095,0
23200280,0
23200294,0
23200329,0
23200304,0
23200090,0
23200116,0
23200123,0
23200281,0
23200258,0
23200126,0
23200252,0
23200305,0
23200109,0
23200337,3
23200254,0
23200330,0
23200094,0
23200314,0
23200334,0
23200292,0
23200110,0
23200121,0
23200253,0
23200291,0
23200324,0
23200093,0
23200125,0
23200246,0
23200249,0
23200276,0
23200111,0
23200239,0
23200308,0
23200250,0
23200089,0
23200080,0
23200113,0
23200257,0
23200301,0
23200270,0
23200268,0
23200323,0
23200333,0
23200327,0
23200248,0
23200103,0
23200247,0
23200260,0
23200101,0
23200298,0
23200300,0
23200293,0
23200278,0
23200085,0
23200321,0
23200114,0
23200317,0
23200303,0
23200104,0
23200275,0
23200286,0
23200124,0
23200236,0
23200115,0
23200099,0
23200084,0
23200082,0
23200287,0
23200309,0
23200251,0
23200284,0
23200256,0
23200083,0
23200098,0
23200272,0
23200274,0
23200078,0
23200263,0
23200086,0
23200091,0
23200269,0
23200336,0
23200242,0
23200306,0
23200311,0
23200075,0
23200319,0
23200335,0
23200320,0
23200283,0
23200297,0
23200238,0
23200105,0
23200328,0
23200279,0
23200313,0
23200097,0
23200088,0
23200244,0
23200296,0
23200118,0
23200259,0
